review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"shopee mkin lama mkin nyebelin dahh suka lemot bgt tbtb kluar sndiri pula, mau nyari 1 barang aja drama nya bnyk bgt kesel. trs klo mau ksh ulasan, abis upload video tuh smuanya ngulang lg alias keapus lg harus ngetik dr awal lg capeeee tauuuu gedekk",3,1,mkin mkin nyebelin dahh lot tbtb kluar sndiri nyari barang drama bnyk kesel trs ksh ulas abis upload video smuanya ngulang lg alias keapus lg ngetik lg capeeee tauuuu gedekk,500,2.0,0.5582,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['mkin', 'mkin', 'sebal', 'dahh', 'lemot', 'tbtb', 'kluar', 'sendiri', 'cari', 'barang', 'drama', 'banyak', 'kesel', 'terus', 'ksh', 'ulas', 'habis', 'upload', 'video', 'smuanya', 'ngulang', 'lagi', 'alias', 'keapus', 'lagi', 'ngetik', 'lagi', 'capeeee', 'tauuuu', 'gedekk']"
Shopee kok sekarang jadi berat bgt ya. Sinyal bagus ram hp jga oke tp tiap buka shopee pasti ngelag dulu muter2 dulu nunggu dulu. Pdhal klo apk lain lancar terus. Tolong di perbaiki lg ya biar ga beray aplikasinya,3,1,berat sinyal ram hp ngelag muter nunggu pdhal apk lancar tolong lg beray aplikasi,501,2.0,0.9026,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['berat', 'sinyal', 'ram', 'handphone', 'ngelag', 'muter', 'tunggu', 'pdhal', 'aplikasi', 'lancar', 'tolong', 'lagi', 'beray', 'aplikasi']"
"JD ID harga nya pas tapi tambahin ada yang jual HEWAN PELIHARAAN DAN BAYARNNYA COD, kalau ada gw tambahin bintangnnya",3,1,harga pas tambahin jual hewan pelihara bayarnnya cod tambahin bintangnnya,502,2.0,0.5631,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['harga', 'pas', 'tambahin', 'jual', 'hewan', 'pelihara', 'bayarnnya', 'cod', 'tambahin', 'bintangnnya']"
Lazada Baik buat kluarga kami sangat mudah untuk brblanja trimaksih,3,1,kluarga mudah brblanja trimaksih,503,3.0,0.9853,"belanja, aplikasi, mudah, bantu, online, sukses, rumah, butuh, beli, cari","['keluarga', 'mudah', 'brblanja', 'trimaksih']"
Mohon di perbaiki Lg kenapa Aksesoris tuk Honda GTR 150Sama sekali TIDAK ADA Terimakasih,3,1,lg aksesoris tuk honda gtr,504,0.0,0.9853,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['lagi', 'aksesoris', 'tuk', 'honda', 'gtr']"
"Tolong sampaikan ke kurirnya,apapun barang yg dipesan konsumen hrs dianter,jgn samoai menolak pesanan,akibatnya konsumen hrs byr biaya kirimnya jd 2x",3,1,tolong kurir barang pes konsumen hrs anter jgn samoai tolak pesan akibat konsumen hrs byr biaya kirim,505,0.0,0.4563,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['tolong', 'kurir', 'barang', 'pes', 'konsumen', 'harus', 'antar', 'jangan', 'samoai', 'tolak', 'pesan', 'akibat', 'konsumen', 'harus', 'bayar', 'biaya', 'kirim']"
susah belanja di share buy ... *autosyediihh*,3,1,susah belanja share buy autosyediihh,506,2.0,0.745,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['susah', 'belanja', 'share', 'buy', 'autosyediihh']"
"Saya kecewa sama shopee, saya kemaren mau narik dana dr shopeepay saya ke rek. bank itu sampe hari ini blm masuk (estimasi 1-7 hr krj ditulis) Yg saya kecewakan knp hrs nunggu segitu lama buat mindahin duit doang, gak kaya gopay atau dana yg itunganny cm brp detik doang lngsung msuk...itu duit gw nyangkut dmn dlu gitu, kesel mo buru2 jd gk bisa, jaman udh serba instan ini msh ad aj yg lama ?? hadehhh",3,1,kemaren narik dana shopeepay rek bank sampe estimasi hr krj tulis hrs nunggu mindahin duit kaya dana itunganny brp detik lngsung msuk duit nyangkut dmn kesel mo buru jaman serba instan msh hadehhh,507,2.0,0.6724,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['kemarin', 'narik', 'dana', 'ewallet', 'rek', 'bank', 'sampai', 'estimasi', 'hari', 'krj', 'tulis', 'harus', 'tunggu', 'mindahin', 'duit', 'kaya', 'dana', 'itunganny', 'berapa', 'detik', 'lngsung', 'msuk', 'duit', 'nyangkut', 'dmn', 'kesel', 'mau', 'buru', 'jaman', 'serba', 'instan', 'masih', 'hadehhh']"
"Katanya ada gratis ongkir, ternyta tidak ada saat saya belanja......",3,1,gratis ongkir ternyta belanja,508,1.0,0.9901,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['gratis', 'ongkir', 'ternyta', 'belanja']"
"Info pengiriman nya ga jelas ih, kemaren beli paket info nya masih dikirim di kota, eh taunya paket udah datang aja, trs yg kedua paket belum diterima sama saya eh pemberitahuan nya paket telah diterima. Tolong perbaiki",3,1,info kirim kemaren beli paket info kirim kota tau paket trs paket pemberitahuan paket tolong,509,2.0,0.765,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['informasi', 'kirim', 'kemarin', 'beli', 'paket', 'informasi', 'kirim', 'kota', 'tahu', 'paket', 'terus', 'paket', 'pemberitahuan', 'paket', 'tolong']"
cobadulu y tar di kasi bintang lg,3,1,cobadulu tar kasi bintang lg,510,1.0,0.6901,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['cobadulu', 'nanti', 'kasi', 'bintang', 'lagi']"
Harga murah barang sesuai pesanan dan pengiriman lumayan cepat,3,1,harga murah barang sesuai pesan kirim cepat,511,0.0,0.9957,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['harga', 'murah', 'barang', 'sesuai', 'pesan', 'kirim', 'cepat']"
"Makin lama kualitas menurun ya min. Tolong dong masa sering keluar keluar sendiri, mau liat estimasi paket gabisa kekeluar data aman paket aman tapi keluar-keluar. Tolong diperbaiki",3,1,kualitas turun tolong estimasi paket data aman paket aman tolong,512,2.0,0.5986,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['kualitas', 'turun', 'tolong', 'estimasi', 'paket', 'data', 'aman', 'paket', 'aman', 'tolong']"
Apa bukalapak juga menjadi mitra pelatihan program pra kerja...?,3,1,mitra latih program pra,513,3.0,0.9926,"belanja, aplikasi, mudah, bantu, online, sukses, rumah, butuh, beli, cari","['mitra', 'latih', 'program', 'pra']"
Ko kebanyakan muter sih apk aplikasinya? Apa kena dampak kebakaran data di Jakarta?,3,1,muter apk aplikasi dampak bakar data jakarta,514,2.0,0.994,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['muter', 'aplikasi', 'aplikasi', 'dampak', 'bakar', 'data', 'jakarta']"
Saya kasih 3 bintang dulu.. soal nya masih banyak penjual yg menjual barang tidak sesuai pict...tolong diseleksi lagi utk reseller nya....terima kasih,3,1,bintang jual jual barang sesuai pict tolong seleksi utk reseller,515,0.0,0.6246,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['bintang', 'jual', 'jual', 'barang', 'sesuai', 'pict', 'tolong', 'seleksi', 'untuk', 'reseller']"
Habis diupgrade shopee tidak bisa dibuka.,3,1,habis diupgrade,516,2.0,0.9712,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['habis', 'diupgrade']"
Terimksh bukalapk. Berjln dgn lncar,3,1,terimksh bukalapk berjln lncar,517,0.0,0.25,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['terimksh', 'bukalapk', 'berjln', 'lncar']"
Aplikasi terlalu berat Loading nya lama kadang gagal loading,3,1,aplikasi berat loading kadang gagal loading,518,2.0,0.8295,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'berat', 'loading', 'kadang', 'gagal', 'loading']"
"alhamdulilah pesanan saya sampai dengan selamat tdk ad krusakan , jdi aku ksi 3 bintang dulu",3,1,alhamdulilah pesan krusakan ksi bintang,519,1.0,0.6612,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['alhamdulilah', 'pesan', 'krusakan', 'ksi', 'bintang']"
"Halo ka aku pengen beli kamera tapi saya mau pake sistem pembayaran melalui kartu kredit BCA itu bisa atau engga , nah pas saya mau transfer saya tidak melihat nomer rekening nya , mohon di bantu yah",3,1,ka ken beli kamera pake sistem bayar kartu kredit bca engga pas transfer nomer rekening bantu,520,2.0,0.523,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['kakak', 'ken', 'beli', 'kamera', 'pakai', 'sistem', 'bayar', 'kartu', 'kredit', 'bca', 'engga', 'pas', 'transfer', 'nomer', 'rekening', 'bantu']"
Dr ? 5 kita ubah jd ? 1 karena kesbek bulan� kemaren Skrg coba tak buat ? 3 sambil ada pertanyaan kali aja dpt solutip Beberapa bulan ini kesbek 5% untuk toko PM sudah dihilangkan apa ya min? Akun platinum agak sedikit kecewa ??,3,1,ubah kesbek kemaren skrg solutip kesbek toko pm hilang akun platinum,521,2.0,0.4827,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['ubah', 'kesbek', 'kemarin', 'sekarang', 'solutip', 'kesbek', 'toko', 'pm', 'hilang', 'akun', 'platinum']"
skrg shopee pelit voucher gratis ongkir buat yg cod,3,1,skrg pelit voucher gratis ongkir cod,522,1.0,0.8295,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['sekarang', 'pelit', 'voucher', 'gratis', 'ongkir', 'cod']"
Mau tanya donk cara gunain voucer 50 ribu gmna.saya dapet dari pembelian pocari sweet,3,1,gunain voucer ribu beli pocari sweet,523,2.0,0.9901,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['gunain', 'voucer', 'ribu', 'beli', 'pocari', 'sweet']"
Setiap mau melakukan tarik saldo dan menambahkan nomor rekening selalu ada pemberitahuan tokopedia terhenti.. berkali kali saya lakukan itu dan ga bs saya masukan nomor rekening saya..dan saya tidak bisa tarik saldo.. tolong dibantu share kendala saya,3,1,tarik saldo nomor rekening pemberitahuan henti nomor rekening tarik saldo tolong bantu share kendala,524,2.0,0.7672,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tarik', 'saldo', 'nomor', 'rekening', 'pemberitahuan', 'henti', 'nomor', 'rekening', 'tarik', 'saldo', 'tolong', 'bantu', 'share', 'kendala']"
Sertifikat prakerja belum juga muncul di dashboard ini udh 7 hari padahal ?? tolong dong di perbaiki lagi,3,1,sertifikat muncul dashboard tolong,525,2.0,0.4659,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['sertifikat', 'muncul', 'dashboard', 'tolong']"
Tolong yah pengirimannya lebih cepat,3,1,tolong kirim cepat,526,0.0,0.6612,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['tolong', 'kirim', 'cepat']"
kurir ramah,3,1,kurir ramah,527,0.0,0.9853,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['kurir', 'ramah']"
Menu COD ny kadang-kadang gk ada padahal di penjual ny bisa COD tpi pas pilihan pembayaran pilihan COD ny malah gk ada,3,1,menu cod ny kadang kadang jual ny cod tpi pas pilih bayar pilih cod ny,528,1.0,0.736,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['menu', 'cod', 'ny', 'kadang', 'kadang', 'jual', 'ny', 'cod', 'tapi', 'pas', 'pilih', 'bayar', 'pilih', 'cod', 'ny']"
"Gimana nih, mau lihat daftar transaksi isinya rekomendasi pembelian semua..haduhh",3,1,daftar transaksi isi rekomendasi beli haduhh,529,2.0,0.6546,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['daftar', 'transaksi', 'isi', 'rekomendasi', 'beli', 'haduhh']"
"Ulasan, Bnyak brg yg tdak sesuai dri pnjual , mohon di tindak agar lbih baik lagi plyanan di aplikasi ini ??",3,1,ulas bnyak brg tdak sesuai pnjual tindak lbih plyanan aplikasi,530,2.0,0.7116,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['ulas', 'bnyak', 'bareng', 'tdak', 'sesuai', 'pnjual', 'tindak', 'lbih', 'plyanan', 'aplikasi']"
"Setelah melakukan pembelian dan penerima sudah menerima barang sebelum 24jam dikarenakan jarak lumyan dekat...saya sebagai pembeli tidak dapat memberikan ulasan barang yg telah saya beli...tolong perbaiki...kasihan sellernya di sangka saya tidak memberikan respon baik kepada pembeli. Dan sangat disayangkan hasil penjualan tidak dapat dipergunakan untuk belanja seperti dulu lagi, mungkin ada berberapa faktor...tp hal tersebut sangat mengganggu pemilik akun hrus TF dulu bayar lagi...",3,1,beli barang jam jarak lumyan beli ulas barang beli tolong kasihan sellernya sangka respon beli sayang hasil jual belanja faktor ganggu milik akun tf bayar,531,2.0,0.6357,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['beli', 'barang', 'jam', 'jarak', 'lumyan', 'beli', 'ulas', 'barang', 'beli', 'tolong', 'kasihan', 'sellernya', 'sangka', 'respon', 'beli', 'sayang', 'hasil', 'jual', 'belanja', 'faktor', 'ganggu', 'milik', 'akun', 'transfer', 'bayar']"
"Makin kesini kok kebanyakan update yah, udah gitu klo di lihat"" ongkir nya makin nambah biaya,klo beli makanan contohnya mahal,klo d pikir"" mending k toko agen. Udah gitu pengiriman nya lama.",3,1,kesini update ongkir biaya beli makan contoh mahal pikir mending toko agen kirim,532,2.0,0.5248,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['kesini', 'update', 'ongkir', 'biaya', 'beli', 'makan', 'contoh', 'mahal', 'pikir', 'lebih baik', 'toko', 'agen', 'kirim']"
Yg membuat tidak tr tarik ny untuk belanja Dlm apk ini .Hal selain lamban y pengriman brg jg pembtlan dlm hal pesann dnpengembalian dana hany mengandalkn via rek.bank atw go pay .dn memkan waktu. Apa gk diliat situs jual beli online yg lain bgtu mudh dncepat ny cara dlm pengiriman dn hal pengembalian dana. Apk btuh Upgrade lgi nmpk ny.. biar saya tr tarik lgi untk belnja di apk ini.,3,1,tr tarik ny belanja dlm apk lamban rim brg jg pembtlan dlm pesann dnpengembalian dana hany mengandalkn via rek bank atw go pay dn mem situs jual beli online bgtu mudh dncepat ny dlm kirim dn dana apk btuh upgrade nmpk ny tr tarik untk belnja apk,533,2.0,0.4039,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tr', 'tarik', 'ny', 'belanja', 'dlm', 'aplikasi', 'lamban', 'rim', 'bareng', 'juga', 'pembtlan', 'dlm', 'pesann', 'dnpengembalian', 'dana', 'hany', 'mengandalkn', 'via', 'rek', 'bank', 'atw', 'go', 'bayar', 'dn', 'mem', 'situs', 'jual', 'beli', 'online', 'bgtu', 'mudh', 'dncepat', 'ny', 'dlm', 'kirim', 'dn', 'dana', 'aplikasi', 'btuh', 'upgrade', 'nmpk', 'ny', 'tr', 'tarik', 'untk', 'belnja', 'aplikasi']"
"Tolong perbaikin akun tokopedia saya min. Saya udah email ke tkp.me/report tapi, keranjang belanjaan sayaa mssh aja kosong padahal di icon ada angka sampe 18 skrng isi keranjang belanjaan saya . Mohon diperbaiki",3,1,tolong perbaikin akun email tkp me report keranjang belanja sayaa mssh kosong icon angka sampe skrng isi keranjang belanja,534,2.0,0.591,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tolong', 'perbaikin', 'akun', 'email', 'tkp', 'me', 'report', 'keranjang', 'belanja', 'sayaa', 'mssh', 'kosong', 'icon', 'angka', 'sampai', 'skrng', 'isi', 'keranjang', 'belanja']"
diskon kurang greget,3,1,diskon greget,535,1.0,0.9712,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['diskon', 'greget']"
chat dgn call center minta penggantian ongkir sama sekarang uangnya ga kembali padahal diminta no rekening juga,3,1,chat call center ganti ongkir uang no rekening,536,2.0,0.4972,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['chat', 'call', 'center', 'ganti', 'ongkir', 'uang', 'no', 'rekening']"
"2017 masih ada ongkir? Semoga free ongkir di awal th 2017 dan seterusnya toko sebelah aja semua rata rata udah free ongkir, 2017 juga semoga ada sistem cod, toko sebelah aja rata rata udah ada cod semua, jgn perbaikam di appnya saja, sistem pembayaran, pembelian dan kreditnya juga perlu di perbaiki agar lebih mudah di gunakan, supaya pelanggan setia elv ga pindah ke toko sebelah :)",3,1,ongkir free ongkir th toko belah free ongkir sistem cod toko belah cod jgn perbaikam appnya sistem bayar beli kredit mudah langgan setia elv pindah toko belah,537,1.0,0.777,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['ongkir', 'free', 'ongkir', 'th', 'toko', 'belah', 'free', 'ongkir', 'sistem', 'cod', 'toko', 'belah', 'cod', 'jangan', 'perbaikam', 'appnya', 'sistem', 'bayar', 'beli', 'kredit', 'mudah', 'langgan', 'setia', 'elv', 'pindah', 'toko', 'belah']"
Ini kenapa ya kok akun saya hilang padahal gak saya apa apain itu saya lagi pesan barang Lo pas saya mau masuk lagi kok gak bisa pas buat akun lagi kok keapus juga tolong jelas kan,3,1,akun hilang apain pesan barang lo pas pas akun keapus tolong,538,2.0,0.8499,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['akun', 'hilang', 'apain', 'pesan', 'barang', 'kamu', 'pas', 'pas', 'akun', 'keapus', 'tolong']"
Apk cct g kaya dulu udah mecah telor tpi g bisa dgunain prsan dlu bisa digunin di stip brang .dngn hrga trntu,3,1,apk cct kaya mecah telor tpi dgunain prsan digunin stip brang hrga trntu,539,2.0,0.4976,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'cct', 'kaya', 'mecah', 'telor', 'tapi', 'dgunain', 'prsan', 'digunin', 'stip', 'brang', 'hrga', 'trntu']"
Sekarang shopee udah gak bisa milih expedisi dan gak dpt voucher grtis ongkir.,3,1,milih expedisi voucher grtis ongkir,540,1.0,0.7956,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['milih', 'expedisi', 'voucher', 'grtis', 'ongkir']"
Kasih bintang 3 dulu..baru coba belanja online disini..data transaksinya sdh bagus ada data pelacakan perjalanan barang yg dipesan.,3,1,bintang belanja online data transaksi data lacak jalan barang pes,541,1.0,0.3411,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['bintang', 'belanja', 'online', 'data', 'transaksi', 'data', 'lacak', 'jalan', 'barang', 'pes']"
lebih di tingkatkan lg dalam Respon ke Semua toko tujuan,3,1,tingkat lg respon toko,542,0.0,0.9926,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['tingkat', 'lagi', 'respon', 'toko']"
Aku dapat hadia klaim 1 juta betul ka ini dari toko pedia atau penipuan,3,1,hadia klaim juta ka toko tipu,543,2.0,0.995,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['hadia', 'klaim', 'juta', 'kakak', 'toko', 'tipu']"
semuga pelayanan nya di tingkat kan lagi,3,1,semuga layan tingkat,544,0.0,0.6612,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['semuga', 'layan', 'tingkat']"
Kenapa aplikasinya lemot ya? La ber pas buka awal,3,1,aplikasi lot la ber pas,545,2.0,0.5943,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'lemot', 'lah', 'ber', 'pas']"
aplikasinya bagus tpi kenapa setiap bulan harus update,3,1,aplikasi tpi update,546,2.0,0.9901,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'tapi', 'update']"
"makin lambat ,makin berat aja aplikasi ini",3,1,berat aplikasi,547,2.0,0.9853,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['berat', 'aplikasi']"
Tolong kak server nya diperbaiki sama jaringan nya juga ??,3,1,tolong server jaring,548,2.0,0.6612,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tolong', 'server', 'jaring']"
Kenapa shopee pinjam tidak berlaku untuk pengguna baru? Harusnya jika pengguna baru diberi hak yang sama dengan pengguna lama saya yakin banyak yang download dan gunain. Sekian. Makasih.,3,1,pinjam hak download gunain sekian,549,2.0,0.745,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['pinjam', 'hak', 'unduh', 'gunain', 'sekian']"
baru kali ini blm nympe barang a,3,1,nympe barang,550,0.0,0.9853,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['nympe', 'barang']"
Sehubung dengan malasnya jasa pengiriman barang dari saudara kita JNT dengan beralasan nomor penerima barang bermasalah... maka Saya mohon kepada pihak shopee agar jasa pengiriman di alihkan ke JNE ATAU SI CEPAT (halu). Terimakasih,3,1,hubung malas jasa kirim barang saudara jnt alas nomor barang jasa kirim alih cepat halu,551,2.0,0.3568,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['hubung', 'malas', 'jasa', 'kirim', 'barang', 'saudara', 'jnt', 'alas', 'nomor', 'barang', 'jasa', 'kirim', 'alih', 'cepat', 'halu']"
Saya harap sekarang toko toko online memberikan gratis ongkir. Saya malas nya beli di sini adalah ongkir yg lebih mahal dari pada barang nya!??,3,1,harap toko toko online gratis ongkir malas beli ongkir mahal barang,552,1.0,0.4257,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['harap', 'toko', 'toko', 'online', 'gratis', 'ongkir', 'malas', 'beli', 'ongkir', 'mahal', 'barang']"
Terima kasih lazada saya kalau belanja online menggunakan aplikasi lazada walau ada aplikasi yang lain,3,1,belanja online aplikasi aplikasi,553,3.0,0.9926,"belanja, aplikasi, mudah, bantu, online, sukses, rumah, butuh, beli, cari","['belanja', 'online', 'aplikasi', 'aplikasi']"
"Stlh diupdate, jd lemot...",3,1,stlh diupdate lot,554,2.0,0.9901,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['setelah', 'diupdate', 'lemot']"
semoga proses kiriman barangnya cepat,3,1,proses kirim barang cepat,555,0.0,0.9926,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['proses', 'kirim', 'barang', 'cepat']"
Ongkirnya mahal bgt sekarang dibanding olshop2 sebelah... Padahal dulu suka bgt jd.id freeong smua,3,1,ongkirnya mahal banding olshop belah freeong,556,1.0,0.5916,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['ongkir', 'mahal', 'banding', 'olshop', 'belah', 'freeong']"
"Waktu batas pembayaran trlalu singkat, merugikan bukalapak sendiri,,, toko online kan banyak,,",3,1,batas bayar trlalu singkat rugi toko online,557,2.0,0.5888,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['batas', 'bayar', 'terlalu', 'singkat', 'rugi', 'toko', 'online']"
"Mau aktifin shopeepaylater malah ga bisa� mana tau kita batas maksimum kapasitasnya brp,, udh gitu ga bisa coba fto ulang, jd nya mesti bikin otp terus RIBET!!!! Jadi ga bisa�",3,1,aktifin shopeepaylater tau batas maksimum kapasitas brp fto ulang mesti bikin otp ribet,558,2.0,0.8457,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aktifin', 'shopeepaylater', 'tahu', 'batas', 'maksimum', 'kapasitas', 'berapa', 'fto', 'ulang', 'mesti', 'bikin', 'otp', 'ribet']"
bisa d bayar d tempat ga ya . kek d aplkasi sebelah.....klo bs. pasti akoh happy lho....,3,1,bayar kek aplkasi belah akoh happy,559,1.0,0.9926,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['bayar', 'seperti', 'aplkasi', 'belah', 'akoh', 'bahagia']"
Aplikasi nya bagus bngt pengiriman nya gratis ongkir lagi jadi hemat,3,1,aplikasi kirim gratis ongkir hemat,560,1.0,0.5972,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['aplikasi', 'kirim', 'gratis', 'ongkir', 'hemat']"
"Untuk fitur pulsa, tagihan & hiburan nya sangat Lola, udh coba 2hp ttp gbsa, pke WiFi sdh pke data seluler jg sdh, tp ttp Lola, n) tambahin fitur berbagi voucher dng di chat, agar sya bisa kirim voucher gratis ongkir ke tmn yg suka blnja""",3,1,fitur pulsa tagih hibur lola hp ttp gbsa pke wifi pke data seluler jg ttp lola tambahin fitur voucher dng chat sya kirim voucher gratis ongkir tmn blnja,561,2.0,0.6041,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['fitur', 'pulsa', 'tagih', 'hibur', 'lemot', 'handphone', 'ttp', 'gbsa', 'pke', 'wifi', 'pke', 'data', 'seluler', 'juga', 'ttp', 'lemot', 'tambahin', 'fitur', 'voucher', 'dng', 'chat', 'sya', 'kirim', 'voucher', 'gratis', 'ongkir', 'tmn', 'blnja']"
"Kapan bisa pakai gopay bayar di tokopedia, klau sudah nanti 5 bintang",3,1,pakai bayar klau bintang,562,1.0,0.9926,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['pakai', 'bayar', 'klau', 'bintang']"
"Lazada kenapa jadi error Saya gk bisa belanja, gagal terus",3,1,error belanja gagal,563,2.0,0.6612,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['error', 'belanja', 'gagal']"
Aya kasih bintang 3 dulu low bagus saya tambahin,3,1,aya bintang tambahin,564,2.0,0.9853,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aya', 'bintang', 'tambahin']"
lgi mencoba tokopedia.. ktanya dpt hadiah 400rbu.. itu benar apa egak ya... trus ngambilnya gmna caranya,3,1,ktanya hadiah rbu egak ngambilnya,565,2.0,0.9853,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['ktanya', 'hadiah', 'rbu', 'egak', 'ngambilnya']"
"Jujur agak kecewa sama Shopee sekarang. Dulu download ukuran 60 MBan, sekarang kok makin besar aja, ga cukup buat HP RAM 2 atau 3 GB karena makan ruang yg cukup banyak (jika dimasukkan data, akan jadi > 400 MB, sangat disayangkan sih, penambahan ukuran tidak sebanding dengan update fiturnya. Tolong pihak Shopee lebih mempertimbangkan lagi ya, jujur aku udah nyaman sama shopee tp terpaksa uninstall karena ukurannya terlalu besar??",3,1,jujur download ukur mban hp ram gb makan ruang data mb sayang ukur banding update fiturnya tolong timbang jujur nyaman paksa uninstall ukur,566,2.0,0.5976,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['jujur', 'unduh', 'ukur', 'mban', 'handphone', 'ram', 'gb', 'makan', 'ruang', 'data', 'mb', 'sayang', 'ukur', 'banding', 'update', 'fitur', 'tolong', 'timbang', 'jujur', 'nyaman', 'paksa', 'uninstall', 'ukur']"
Barang Bagus 100% ori Cuma pengirimannya aja yg kurang puas,3,1,barang ori kirim,567,0.0,0.9901,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['barang', 'asli', 'kirim']"
