"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Kenapa toko2 di lazada .Skr Banyak toko tipu2 .. pihak lazada tidak mampu seleksi toko alien lagi kah .... gak nyaman,1,0,toko skr toko tipu seleksi toko alien kah nyaman,59,2,,0.5439,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['toko', 'skr', 'toko', 'tipu', 'seleksi', 'toko', 'alien', 'kah', 'nyaman']"
"Assalamu'alaikum kak. Tolong kak saya mengajukan pembatalan, pengejauan tersebut belum sampai 3 atau 4 menit saya batalkan dan kenapa malah di tolak oleh toko2 yang slow respon. Jadi saya barang datang dua kali dengan toko yang sama dan barang yang berbeda. Satunya jelas saya tolak untung cod. Tapi kasian kurirnya menyita waktu mereka juga",3,1,assalamu alaikum tolong aju batal pengejauan menit batal tolak toko slow respon barang toko barang beda tolak untung cod kasi kurir sita,755,2,,0.5437,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['assalamu', 'alaikum', 'tolong', 'aju', 'batal', 'pengejauan', 'menit', 'batal', 'tolak', 'toko', 'lambat', 'respon', 'barang', 'toko', 'barang', 'beda', 'tolak', 'untung', 'cod', 'kasi', 'kurir', 'sita']"
Di bukalapak ada MALING BERKEDOK ASURANSI..lebih baik komplen ke pelapak langsung kalo ada masalah dari pada wajib asuransi..nguntungin malimg aja,5,2,maling kedok asuransi komplen wajib asuransi nguntungin malimg,840,2,,0.5197,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['maling', 'kedok', 'asuransi', 'komplen', 'wajib', 'asuransi', 'nguntungin', 'malimg']"
Dengan adanya shopie.sangat membantu saya dalam berbelanja tanpa saya harus keluar rumah.kurang banyak gratis ongkir nya.membuat harga barang lbh mahal dibanding dengan saya berangkat pembeli sendri di toko nya,5,2,shopie bantu belanja rumah gratis ongkir harga barang lbh mahal banding berangkat beli sendri toko,875,2,,0.5426,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['shopie', 'bantu', 'belanja', 'rumah', 'gratis', 'ongkir', 'harga', 'barang', 'lbh', 'mahal', 'banding', 'berangkat', 'beli', 'sendri', 'toko']"
Aplikasi nya bagus bngt pengiriman nya gratis ongkir lagi jadi hemat,3,1,aplikasi kirim gratis ongkir hemat,560,2,,0.5417,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'kirim', 'gratis', 'ongkir', 'hemat']"
Untuk pengiriman yang terlalu lama. Pesan barang dari tgl 13 baru sampai hari ini tgl 24.. THX jd.id...,3,1,kirim pesan barang tgl tgl,639,2,,0.5417,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kirim', 'pesan', 'barang', 'tanggal', 'tanggal']"
Bener gak sih kl beli tv gratis ongkir,3,1,bener beli tv gratis ongkir,740,2,,0.5412,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['benar', 'beli', 'tv', 'gratis', 'ongkir']"
Awal2 bgus ... pengiriman cepat .. skrang lambat skli .. Dan kenapa Lazdapayletter tdak bisa d gunakan ???,3,1,bgus kirim cepat skrang skli lazdapayletter tdak,754,2,,0.5407,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bgus', 'kirim', 'cepat', 'skrang', 'skli', 'lazdapayletter', 'tdak']"
Kacau jd.id jamin ori iklan doang gw beli iPad mini stuck di logo Apple,1,0,kacau jamin ori iklan beli ipad mini stuck logo apple,235,2,,0.5384,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['kacau', 'jamin', 'asli', 'iklan', 'beli', 'ipad', 'mini', 'stuck', 'logo', 'apple']"
"Semenjak dipisah ovo point dengan tokopoint,,, Jadi ribet belanja nya ga leluasa bnyk ketentuan nya,,,jd ga berguna ovo point nya ditokped..,terus guna nya ovo point buat belanja apa ditokped????? mnding sekalian dihapuskan saja...",1,0,pisah point tokopoint ribet belanja leluasa bnyk point ditokped point belanja ditokped mnding hapus,425,2,,0.5365,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pisah', 'point', 'tokopoint', 'ribet', 'belanja', 'leluasa', 'banyak', 'point', 'ditokped', 'point', 'belanja', 'ditokped', 'mnding', 'hapus']"
"Gak mau tanggung jawab , profesional lah dalam berbisnis, barang sudah dikirim dan diterima oleh konsumen ko konsumen narik uang di acc, setelah itu lepas tangan, konsumen boleh lah raja tapi tetep ada campur tangan kalian disini, sistem di perbaiki dalam proses, dan tanggung jawab lah ade w jadi nombok tuh bayar 2 juta, mana gaji cuman 1juta sebulan , karena sistem lazada jadi nombok tuh ade w.",1,0,tanggung profesional bisnis barang kirim konsumen konsumen narik uang acc lepas tangan konsumen raja tetep campur tangan sistem proses tanggung ade nombok bayar juta gaji cuman juta sistem nombok ade,376,2,,0.5364,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tanggung', 'profesional', 'bisnis', 'barang', 'kirim', 'konsumen', 'konsumen', 'narik', 'uang', 'acc', 'lepas', 'tangan', 'konsumen', 'raja', 'tetep', 'campur', 'tangan', 'sistem', 'proses', 'tanggung', 'ade', 'nombok', 'bayar', 'juta', 'gaji', 'cuman', 'juta', 'sistem', 'nombok', 'ade']"
Beli pulsa di elevenia lebih murah,4,2,beli pulsa murah,668,2,,0.5336,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'pulsa', 'murah']"
"Ini barusan saya dapat telfon untuk membayar shoope pay, suaranya perempuan apa emang dari pihak shopee nya ya? Padahal saya sudah selesai melunasi shopee pay yg jatuh temponya masih tanggal 5. Tapi masih ditelfon. Tolong buat shopee mungkin bisa jawab. Maksud saya diliat dulu sebelum menelfon, apakah penggunanya udah membayar/belum. Nadanya juga gaenak didengar",3,1,barusan telfon bayar shoope pay suara perempuan lunas pay jatuh tempo ditelfon tolong menelfon bayar nada gaenak dengar,648,2,,0.5335,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barusan', 'telfon', 'bayar', 'shoope', 'bayar', 'suara', 'perempuan', 'lunas', 'bayar', 'jatuh', 'tempo', 'ditelfon', 'tolong', 'menelfon', 'bayar', 'nada', 'gaenak', 'dengar']"
Ini barangx asli apa palsu?,1,0,barangx asli palsu,373,2,,0.5329,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barangx', 'asli', 'palsu']"
Ko kebanyakan muter sih apk aplikasinya? Apa kena dampak kebakaran data di Jakarta?,3,1,muter apk aplikasi dampak bakar data jakarta,513,2,,0.5311,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['muter', 'aplikasi', 'aplikasi', 'dampak', 'bakar', 'data', 'jakarta']"
Kerja tim penilai produk tidak profesional. Diskriminatif. Sangat mengecewakan,1,0,tim nilai produk profesional diskriminatif,39,2,,0.5289,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tim', 'nilai', 'produk', 'profesional', 'diskriminatif']"
bukalapak ok..klaim barang mudah dan bukalapak sangat membantu usernya bertanggung jawab secara profesional..pihak asuransi juga tidak mempersulit sangat profesional dalam pelayanan..terima kasih Bukalapak dan pihak asuransi..smoga makin maju dan jaya selalu..,5,2,klaim barang mudah bantu usernya tanggung profesional asuransi sulit profesional layan asuransi smoga maju jaya,842,2,,0.5278,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['klaim', 'barang', 'mudah', 'bantu', 'usernya', 'tanggung', 'profesional', 'asuransi', 'sulit', 'profesional', 'layan', 'asuransi', 'smoga', 'maju', 'jaya']"
"Maaf Barang yang aku mau order,Harganya masi lebih murah ditoko online sebelah",1,0,maaf barang order harga murah toko online belah,147,2,,0.5276,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['maaf', 'barang', 'order', 'harga', 'murah', 'toko', 'online', 'belah']"
"Ini Tokopedia gimana barang saya ? Kok Lama banget ya ? Terus jarang update atau gimana ya ? Kok gak bisa dilacak ya ? Tolong berikan yang terbaik untuk kami semuanya, kami dari POLSEK !",1,0,barang jarang update lacak tolong ikan polsek,277,2,,0.5244,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'jarang', 'update', 'lacak', 'tolong', 'ikan', 'polsek']"
"1. Koneksi bagus, server banyak erornya; 2. Untuk jarak dekat, misal jabodetabek seharusnya kurir pos bisa digunakan jika toko menyediakan. Bagaimana mungkin jika platform sebelah bisa, tokopedia ga bisa; 3. Makin ke sini makin sedikit voucher belanjanya; 4. Top up saldo ovo harusnya bisa dibebaskan dgn minimal, tidak dari 50, 100, 200 langsung loncat 500. Platform sebelah bisa, kenapa di sini tidak? Atau tak usah bekerja sama dgn ovo, misal membuat metode sendiri seperti topedpay.",2,0,koneksi server eror jarak jabodetabek kurir pos toko sedia platform belah voucher belanja up saldo bebas minimal loncat platform belah metode topedpay,355,2,,0.5235,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['koneksi', 'server', 'eror', 'jarak', 'jabodetabek', 'kurir', 'pos', 'toko', 'sedia', 'platform', 'belah', 'voucher', 'belanja', 'up', 'saldo', 'bebas', 'minimal', 'loncat', 'platform', 'belah', 'metode', 'topedpay']"
Sorry sangat kecewa karena diduga melakukan kecurangan padahal tidak. Sayang sekali mungkin ini yang terakhir bertransaksi di apk ini,1,0,sorry duga curang sayang transaksi apk,357,2,,0.5144,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['maaf', 'duga', 'curang', 'sayang', 'transaksi', 'aplikasi']"
"share buy nya bagus,gratis ongkir,bs cod...JD.ID TOP ?? mkn syg deh...",5,2,share buy gratis ongkir cod mkn syg,937,2,,0.514,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['share', 'buy', 'gratis', 'ongkir', 'cod', 'mkn', 'sayang']"
Hebat banget murah dan terpercaya barang yang nak ku beli ternyata mahal ya gak murah yaitu ps,5,2,hebat murah percaya barang nak beli mahal murah ps,924,2,,0.5121,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['hebat', 'murah', 'percaya', 'barang', 'nak', 'beli', 'mahal', 'murah', 'ps']"
untuk refund dan pencarin kebank ko belum masuk ya saldonya ya... tolong dijawab,3,1,refund pencarin bank saldo tolong,623,2,,0.5114,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['refund', 'pencarin', 'bank', 'saldo', 'tolong']"
Bagus si aplikasinya cuman ongkirnya terlalu mahal Lo,1,0,aplikasi cuman ongkirnya mahal lo,420,2,,0.5091,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['aplikasi', 'cuman', 'ongkir', 'mahal', 'kamu']"
Aku pesan barang blum sampai gmn kok barang yang saya beli saya pesan kok tidak sampai tp dah dapat no resitp no resinya tidak bisa di cek sudah di cek internasional tp tidak bisa no resinya tidak terbaca gimana ini pa no resi palsu mohon d perbaiki elevenia ?,3,1,pesan barang gmn barang beli pesan no resitp no resi cek cek internasional no resi baca pa no resi palsu,611,2,,0.509,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pesan', 'barang', 'gmn', 'barang', 'beli', 'pesan', 'no', 'resitp', 'no', 'resi', 'cek', 'cek', 'internasional', 'no', 'resi', 'baca', 'pa', 'no', 'resi', 'palsu']"
tolong dong kasih tau penjual harap catat no tlpn & WA saya sudah bayar di kirimnya agak lama kalo ada no tlpn & WA biar enak bisa kirim lebih cepat lagi... ini sudah 2 pesenan saya belom di kirim juga apalagi chat tidak di bales sama sekali pun kalo sudah bayar...,2,0,tolong tau jual harap catat no tlpn wa bayar kirim no tlpn wa kirim cepat sen bom kirim chat bales bayar,191,2,,0.5073,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'tahu', 'jual', 'harap', 'catat', 'no', 'telepon', 'whatsapp', 'bayar', 'kirim', 'no', 'telepon', 'whatsapp', 'kirim', 'cepat', 'sen', 'bom', 'kirim', 'chat', 'balas', 'bayar']"
Kenapa shoppe eror saya tanam shoppe pay yang masuk koin buka shope pay gak bisa kata nya nunggu beberapa saat lagi,3,1,shoppe eror tanam shoppe pay koin shope pay nunggu,789,2,,0.5069,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['shoppe', 'eror', 'tanam', 'shoppe', 'bayar', 'koin', 'shope', 'bayar', 'tunggu']"
Aku punya pesanan ngembaliin uang saya susah banget :'( padahal barang udah d retur,1,0,pesan ngembaliin uang susah barang retur,278,2,,0.5054,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pesan', 'ngembaliin', 'uang', 'susah', 'barang', 'retur']"
Mantap. Kusuka blanja disini. Masih ada gratis ongkir. Team supportnya benar2 cepat tanggap. Problemku selesai. Dana tetap aman. Trimakasih bukalapak. ??????????,5,2,blanja gratis ongkir team supportnya cepat tanggap problem dana aman trimakasih,985,2,,0.505,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['belanja', 'gratis', 'ongkir', 'team', 'supportnya', 'cepat', 'tanggap', 'masalah', 'dana', 'aman', 'trimakasih']"
"Hai Shopee, mksh udah nyediakan tempat jual beli yg mudah dan aman serta paling favorit kita ialah program gratis ongkir kamu. Knp q turunin bintang 5 ke 3? Karena kamu makin pelit Klo gratis ongkir cm 5rb doang, g bakal deh seneng belanja d kamu lagi. Pdhal toko yg gabung udah banyak, mrk juga bayar buat gratis ongkir extra dll. Kasihan klo vouchernya g mendukung. Alamat disaingin oleh marketplace yg lain deh",3,1,mksh nyediakan jual beli mudah aman favorit program gratis ongkir turunin bintang pelit gratis ongkir rb neng belanja pdhal toko gabung mrk bayar gratis ongkir extra kasihan vouchernya dukung alamat disaingin marketplace,750,2,,0.5047,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['mksh', 'nyediakan', 'jual', 'beli', 'mudah', 'aman', 'favorit', 'program', 'gratis', 'ongkir', 'turun', 'bintang', 'pelit', 'gratis', 'ongkir', 'ribu', 'neng', 'belanja', 'pdhal', 'toko', 'gabung', 'mrk', 'bayar', 'gratis', 'ongkir', 'extra', 'kasihan', 'vouchernya', 'dukung', 'alamat', 'disaingin', 'marketplace']"
"#KECEWA Sungguh gagal mulu ni apk gak guna tipu,,2 mulu, saya blanja 3 x saya masukin kupon chasback dak ada yg masuk poin nya, kapok kapok, gak kaya apk SHOPEE paling OKE,, chasback koinya slesai langsung masuk.. Laaaah ini tokopedia kalau gak niat ada poin dak usah kasih chasbek, nyemplung saja ke gooot, sudah harga2 mahal ongkir nya mahal,, wes lah ak rapopo... Ojolali karo tipu2 ni toko gak jelas",1,0,sungguh gagal mulu apk tipu mulu blanja masukin kupon chasback dak poin kapok kapok kaya apk chasback koinya slesai laaaah niat poin dak chasbek nyemplung gooot harga mahal ongkir mahal wes rapopo ojolali karo tipu toko,408,2,,0.5024,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sungguh', 'gagal', 'melulu', 'aplikasi', 'tipu', 'melulu', 'belanja', 'masukkan', 'kupon', 'chasback', 'dak', 'poin', 'kapok', 'kapok', 'kaya', 'aplikasi', 'chasback', 'koinya', 'selesai', 'laaaah', 'niat', 'poin', 'dak', 'chasbek', 'nyemplung', 'gooot', 'harga', 'mahal', 'ongkir', 'mahal', 'wes', 'rapopo', 'ojolali', 'karo', 'tipu', 'toko']"
tolong lah untuk mitra lazada untuk lebih amanah lagi dalam pelayanan konsumen. untuk sesuai pesanan,3,1,tolong mitra amanah layan konsumen sesuai pesan,679,2,,0.5021,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['tolong', 'mitra', 'amanah', 'layan', 'konsumen', 'sesuai', 'pesan']"
"Saya bayar kartu kredit BRI,sudah di bayar lewat BCA virtual acount. Tapi malahan pembayaran nya ngak jelas menguap kemana,ngak jelas selalu eror ketika mau di cek.sya harus cek di mana kalau pembayaran KK itu sudah berhasil atau tidak?",1,0,bayar kartu kredit bri bayar bca virtual acount bayar uap eror cek sya cek bayar hasil,205,2,,0.5013,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['bayar', 'kartu', 'kredit', 'bri', 'bayar', 'bca', 'virtual', 'acount', 'bayar', 'uap', 'eror', 'cek', 'sya', 'cek', 'bayar', 'hasil']"
"banyak voucher belanja buat pengguna baru dan bisa di pakai tapi semakin lama walau pun voucher nya tidah di pakai voucher terus berkurang, jadi tolong di perbaiki lagi dari pihak berwenang, agar pembeli lebih nyaman berbelanja ditokopedia",3,1,voucher belanja pakai voucher tidah pakai voucher tolong wenang beli nyaman belanja ditokopedia,748,2,,0.4645,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['voucher', 'belanja', 'pakai', 'voucher', 'tidah', 'pakai', 'voucher', 'tolong', 'wenang', 'beli', 'nyaman', 'belanja', 'ditokopedia']"
Saya telah melakukan pembelian menggunakan octo kliks pada tgl 14 agustus 2020 skitar jam 10.00 . Pembelian berhasil namun status transaksi di tokopedia tidak ada / kosong . Pada email masuk transaksi sukses . Saldo saya juga telah berkurang . Terus ini bagaimana barangnya bisa dikirim oleh penjual dan gimana saya info ke penjual kalau nomer invoice nya tidak ada .,1,0,beli octo kliks tgl agustus skitar jam beli hasil status transaksi kosong email transaksi sukses saldo barang kirim jual info jual nomer invoice,249,2,,0.5001,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'octo', 'kliks', 'tanggal', 'agustus', 'skitar', 'jam', 'beli', 'hasil', 'status', 'transaksi', 'kosong', 'email', 'transaksi', 'sukses', 'saldo', 'barang', 'kirim', 'jual', 'informasi', 'jual', 'nomer', 'invoice']"
"tiap ngasih promo bayar tagihan kaya yg g niat, pas jam nya transaksi selalu terjadi ksalahan terus... capcay dahhhhh coba klo g pake promo, lanjar zayaaaaaa...",1,0,ngasih promo bayar tagih kaya niat pas jam transaksi ksalahan capcay dahhhhh pake promo lanjar zayaaaaaa,281,2,,0.4972,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beri', 'promo', 'bayar', 'tagih', 'kaya', 'niat', 'pas', 'jam', 'transaksi', 'ksalahan', 'capcay', 'dahhhhh', 'pakai', 'promo', 'lanjar', 'zayaaaaaa']"
Pertayaan saya .jika barang yang kita beli .bayar nya pakai uang .tapi gak pakai kartu .tolong di jwab.jika saya sudah menerima jawaban baru lah saya kasing bintang5.kalau di aceh tengah masuk nya,1,0,pertayaan barang beli bayar pakai uang pakai kartu tolong jwab kasing bintang aceh,350,2,,0.4972,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['pertayaan', 'barang', 'beli', 'bayar', 'pakai', 'uang', 'pakai', 'kartu', 'tolong', 'jwab', 'kasing', 'bintang', 'aceh']"
"Waktu batas pembayaran trlalu singkat, merugikan bukalapak sendiri,,, toko online kan banyak,,",3,1,batas bayar trlalu singkat rugi toko online,557,2,,0.4948,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['batas', 'bayar', 'terlalu', 'singkat', 'rugi', 'toko', 'online']"
Saya sangat kecewa sekali dengan bukalapak ketika saya melakukan transaksi belanja pembayaran melalui briva BRI yang seharus dibayarkan sekaligus karena saya kira dengan toko yang berbeda transaksi saya lakukan 2 x otomatis uang yg saya transfer masuk buka dompet dan ternyata dana tersebut dibekukan dg alasan saya mengirimkan bukti transfer tidak valid padahal saya sudah ajukan komplain dari setahun yg saya pertanyakan kenapa uang Pelangan di tahan dan dipersulit yg jelas dirugikan ??,1,0,transaksi belanja bayar briva bri bayar toko beda transaksi otomatis uang transfer dompet dana beku alas kirim bukti transfer valid aju komplain uang pelang tahan sulit rugi,296,2,,0.4942,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['transaksi', 'belanja', 'bayar', 'briva', 'bri', 'bayar', 'toko', 'beda', 'transaksi', 'otomatis', 'uang', 'transfer', 'dompet', 'dana', 'beku', 'alas', 'kirim', 'bukti', 'transfer', 'valid', 'aju', 'komplain', 'uang', 'pelang', 'tahan', 'sulit', 'rugi']"
"Sumpah kecewa banget. Beli tv aoyama di melalui jd.id ditoko Mega Elektronik n Furnitur. Dikirimnya barang bekas. Ketika dicoba tv berbau angus, layar tv ada merah merahnya dan bergaris garis,timbul suara nut nuuut dan samping tv ada celahnya. Kondisi kardus juga seperti barang bekas. Heran ajah kenapa seller seperti ini bisa lolos di jd. Id. Semoga ajah barang bisa di refund. Karna rugi juga. Biasanya beli di market placr lain selalu bagus. Hati hati yang mau belanja elektronik.jgn ditoko tsb..",2,0,beli tv aoyama toko mega elektronik furnitur kirim barang bekas tv bau angus layar tv merah merah gar garis timbul suara nut nuuut samping tv celah kondisi kardus barang bekas heran seller lolos barang refund rugi beli market placr hati hati belanja elektronik jgn toko tsb,33,2,,0.4925,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'tv', 'aoyama', 'toko', 'mega', 'elektronik', 'furnitur', 'kirim', 'barang', 'bekas', 'tv', 'bau', 'angus', 'layar', 'tv', 'merah', 'merah', 'gar', 'garis', 'timbul', 'suara', 'nut', 'nuuut', 'samping', 'tv', 'celah', 'kondisi', 'kardus', 'barang', 'bekas', 'heran', 'seller', 'lolos', 'barang', 'refund', 'rugi', 'beli', 'market', 'placr', 'hati', 'hati', 'belanja', 'elektronik', 'jangan', 'toko', 'tsb']"
"Ulasan, Bnyak brg yg tdak sesuai dri pnjual , mohon di tindak agar lbih baik lagi plyanan di aplikasi ini ??",3,1,ulas bnyak brg tdak sesuai pnjual tindak lbih plyanan aplikasi,529,2,,0.4866,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['ulas', 'bnyak', 'bareng', 'tdak', 'sesuai', 'pnjual', 'tindak', 'lbih', 'plyanan', 'aplikasi']"
Pesenan saya belom sampe sampe dari snen 28 agustus 2017 ampe sekarang .. ini gmna katanya pengiriman cepat tau gini gua ogah lah beli di elevenia lagi masih mending lazada pengiriman cepat .. ngomong doang pengiriman cepat terpercaya . Kapoook gw belanja di sini .tolong yah kalo mial gx niat jualan gx usah jualan .duit gue tollongnminta si balikin kalo barang gx di terima .. . ??????????,1,0,sen bom sampe sampe snen agustus ampe kirim cepat tau gin beli mending kirim cepat ngomong kirim cepat percaya kapoook belanja tolong mial gx niat jual gx jual duit tollongnminta balikin barang gx,345,2,,0.4858,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['sen', 'bom', 'sampai', 'sampai', 'snen', 'agustus', 'ampe', 'kirim', 'cepat', 'tahu', 'gin', 'beli', 'lebih baik', 'kirim', 'cepat', 'bicara', 'kirim', 'cepat', 'percaya', 'kapoook', 'belanja', 'tolong', 'mial', 'gx', 'niat', 'jual', 'gx', 'jual', 'duit', 'tollongnminta', 'balik', 'barang', 'gx']"
Cantumkan Alamat susah. Voucher gk Jelas. Gak bisa melihat toko.gk ada fitur chat nya. GK bisa hapus Akun. Itu minus nya. Plus nya Ori dan murah. Kesimpulan nya lebih bagus Shopee Jelas dan sistematis.,1,0,cantum alamat susah voucher toko fitur chat hapus akun minus plus ori murah simpul sistematis,398,2,,0.4854,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['cantum', 'alamat', 'susah', 'voucher', 'toko', 'fitur', 'chat', 'hapus', 'akun', 'minus', 'plus', 'asli', 'murah', 'simpul', 'sistematis']"
"Barangnya kurang lengkap kak, tolong diperlengkap lagi Trus pilihan barangnya juga sedikit Maaf",3,1,barang lengkap tolong lengkap pilih barang maaf,661,2,,0.4828,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['barang', 'lengkap', 'tolong', 'lengkap', 'pilih', 'barang', 'maaf']"
Ayolah diskon pengirimannya di gedein apa lagi pengiriman ke arah indonesia timur (jayapura) biar tidak menguras dompet juga,3,1,diskon kirim gedein kirim arah indonesia timur jayapura uras dompet,485,2,,0.4819,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['diskon', 'kirim', 'gedein', 'kirim', 'arah', 'indonesia', 'timur', 'jayapura', 'uras', 'dompet']"
Semoga bisa muncul shoope later nya biar kalo belanja lebih sering lagi bisa byar pas gajian ????,4,2,muncul shoope later belanja byar pas gaji,849,2,,0.4638,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['muncul', 'shoope', 'later', 'belanja', 'bayar', 'pas', 'gaji']"
"Susah chek out, d instal ulang malah g bs..!!?",3,1,susah chek out instal ulang,570,3,3,0.874,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['susah', 'chek', 'out', 'install', 'ulang']"
"Agak kecewa, 1 transaksi tidak di refund, padahal laporan dari bank pengirim dana telah masuk ke rekening tokopedia. Skrg lagi transaksi juga sdh bayar tapi blm terverifikasi. Tolong updet itu ut memperbaiki sistem yg bug bukan malah ut memunculkan iklan dan promo. Utamakan juga kenyamanan dan keamanan transaksi user",3,1,transaksi refund lapor bank kirim dana rekening skrg transaksi bayar verifikasi tolong updet ut sistem bug ut muncul iklan promo utama nyaman aman transaksi user,685,2,,0.48,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['transaksi', 'refund', 'lapor', 'bank', 'kirim', 'dana', 'rekening', 'sekarang', 'transaksi', 'bayar', 'verifikasi', 'tolong', 'updet', 'ut', 'sistem', 'bug', 'ut', 'muncul', 'iklan', 'promo', 'utama', 'nyaman', 'aman', 'transaksi', 'user']"
Beli voucher prakerja di Tokopedia kenapa ribet ? Udah beli tapi masukin kode voucher selalu gagal terus .. ribet.. tau gitu gak beli lewat Tokopedia,3,1,beli voucher ribet beli masukin kode voucher gagal ribet tau beli,721,2,,0.4799,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['beli', 'voucher', 'ribet', 'beli', 'masukkan', 'kode', 'voucher', 'gagal', 'ribet', 'tahu', 'beli']"
"saya baru install shopee otomatis dpt voucher gratis ongkir+Voucher potongan 30rb berlaku hari ini juga & skrg sdh 22.15. Setelah checkout barang, beberapa menit kemudian dpt notif ""AKUN DIBATASI"" ?? Setelah di telusuri live chat, ternyata akun di batasi karena penyalahgunaan penggunaan Voucher. Gk waras banget, dikasih voucher pengguna baru eh tapi setelah di pake akun buru2 di batasi, kentara banget kalo voucher pengguna barunya BOHONGAN. pas mau ngisi formulir tau2 ke logout sendiri. TERTIPU!",1,0,install otomatis voucher gratis ongkir voucher potong rb skrg checkout barang menit notif akun batas telusur live chat akun batas penyalahgunaan voucher waras voucher pake akun buru batas kentara voucher bohong pas ngisi formulir tau logout tipu,94,2,,0.4797,"barang, ongkir, kirim, bayar, gratis, beli, pesan, sesuai, pakai, cepat","['install', 'otomatis', 'voucher', 'gratis', 'ongkir', 'voucher', 'potong', 'ribu', 'sekarang', 'checkout', 'barang', 'menit', 'notif', 'akun', 'batas', 'telusur', 'live', 'chat', 'akun', 'batas', 'penyalahgunaan', 'voucher', 'waras', 'voucher', 'pakai', 'akun', 'buru', 'batas', 'kentara', 'voucher', 'bohong', 'pas', 'mengisi', 'formulir', 'tahu', 'logout', 'tipu']"
